shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
Azul,41.62864, -4.75583,1954
Azul,41.62888, -4.75533,1955
Azul,41.62892, -4.75527,1956
Azul,41.62906, -4.75501,1957
Azul,41.62926, -4.7547,1958
Azul,41.62944, -4.75444,1959
Azul,41.62962, -4.7542,1960
Azul,41.62963, -4.75419,1961
Azul,41.62995, -4.75383,1962
Azul,41.6302, -4.75357,1963
Azul,41.63041, -4.75336,1964
Azul,41.63074, -4.75302,1965
Azul,41.6312, -4.75256,1966
Azul,41.63278, -4.75097,1967
Azul,41.63306, -4.75066,1968
Azul,41.63308, -4.75064,1969
Azul,41.63316, -4.75054,1970
Azul,41.63339, -4.75024,1971
Azul,41.6335, -4.7501,1972
Azul,41.63366, -4.74971,1973
Azul,41.63366, -4.74969,1974
Azul,41.63367, -4.74965,1975
Azul,41.63368, -4.74961,1976
Azul,41.63369, -4.74957,1977
Azul,41.63372, -4.74951,1978
Azul,41.63373, -4.74912,1979
Azul,41.63374, -4.7491,1980
Azul,41.63374, -4.74909,1981
Azul,41.63374, -4.74908,1982
Azul,41.63375, -4.74907,1983
Azul,41.63375, -4.74906,1984
Azul,41.63376, -4.74905,1985
Azul,41.63374, -4.74891,1986
Azul,41.63372, -4.74867,1987
Azul,41.63365, -4.74816,1988
Azul,41.63363, -4.74797,1989
Azul,41.63359, -4.74753,1990
Azul,41.63357, -4.74742,1991
Azul,41.63355, -4.74723,1992
Azul,41.63354, -4.74714,1993
Azul,41.63349, -4.74667,1994
Azul,41.63334, -4.74523,1995
Azul,41.63326, -4.74454,1996
Azul,41.63326, -4.74447,1997
Azul,41.63319, -4.74425,1998
Azul,41.63311, -4.74354,1999
Azul,41.63308, -4.7433,2000
Azul,41.63305, -4.74306,2001
Azul,41.633, -4.74259,2002
Azul,41.633, -4.74258,2003
Azul,41.63299, -4.74249,2004
Azul,41.63296, -4.74212,2005
Azul,41.63288, -4.74147,2006
Azul,41.63281, -4.74077,2007
Azul,41.63275, -4.74024,2008
Azul,41.63274, -4.7401,2009
Azul,41.63282, -4.74009,2010
Azul,41.63294, -4.74006,2011
Azul,41.6333, -4.74,2012
Azul,41.63349, -4.73997,2013
Azul,41.63378, -4.73993,2014
Azul,41.63393, -4.7399,2015
Azul,41.63396, -4.7399,2016
Azul,41.6345, -4.73979,2017
Azul,41.63518, -4.73967,2018
Azul,41.63526, -4.73965,2019
Azul,41.63539, -4.73961,2020
Azul,41.63547, -4.73959,2021
Azul,41.63561, -4.73954,2022
Azul,41.63575, -4.73949,2023
Azul,41.63671, -4.73918,2024
Azul,41.63729, -4.73898,2025
Azul,41.6374, -4.73894,2026
Azul,41.63759, -4.73888,2027
Azul,41.63762, -4.73887,2028
Azul,41.63772, -4.73883,2029
Azul,41.63787, -4.73877,2030
Azul,41.6381, -4.73868,2031
Azul,41.6383, -4.7386,2032
Azul,41.63875, -4.73842,2033
Azul,41.63881, -4.73839,2034
Azul,41.63898, -4.73832,2035
Azul,41.63922, -4.73823,2036
Azul,41.6399, -4.73795,2037
Azul,41.6402, -4.73784,2038
Azul,41.6405, -4.73772,2039
Azul,41.64076, -4.73761,2040
Azul,41.64083, -4.73759,2041
Azul,41.64109, -4.73746,2042
Azul,41.64111, -4.73745,2043
Azul,41.64159, -4.73726,2044
Azul,41.64169, -4.73722,2045
Azul,41.64187, -4.73714,2046
Azul,41.64191, -4.73712,2047
Azul,41.64209, -4.73703,2048
Azul,41.64229, -4.73692,2049
Azul,41.64269, -4.73662,2050
Azul,41.64279, -4.73651,2051
Azul,41.64284, -4.73645,2052
Azul,41.64301, -4.73623,2053
Azul,41.64347, -4.73564,2054
Azul,41.64388, -4.73511,2055
Azul,41.644, -4.73494,2056
Azul,41.64406, -4.73485,2057
Azul,41.64431, -4.73454,2058
Azul,41.64456, -4.73422,2059
Azul,41.6448, -4.73392,2060
Azul,41.64495, -4.73372,2061
Azul,41.64508, -4.73354,2062
Azul,41.64507, -4.73354,2063
Azul,41.64487, -4.73315,2064
Azul,41.64479, -4.73299,2065
Azul,41.64474, -4.73288,2066
Azul,41.64471, -4.73282,2067
Azul,41.6447, -4.7328,2068
Azul,41.64467, -4.73275,2069
Azul,41.64464, -4.73266,2070
Azul,41.64459, -4.73255,2071
Azul,41.64456, -4.73247,2072
Azul,41.64454, -4.7324,2073
Azul,41.64452, -4.73231,2074
Azul,41.64449, -4.73222,2075
Azul,41.64448, -4.73214,2076
Azul,41.64446, -4.73206,2077
Azul,41.64445, -4.73199,2078
Azul,41.64443, -4.7319,2079
Azul,41.64441, -4.73178,2080
Azul,41.64438, -4.73156,2081
Azul,41.64436, -4.7314,2082
Azul,41.64423, -4.73143,2083
Azul,41.64382, -4.73157,2084
Azul,41.6435, -4.7317,2085
Azul,41.64326, -4.73182,2086
Azul,41.64309, -4.7319,2087
Azul,41.6429, -4.73196,2088
Azul,41.64282, -4.73199,2089
Azul,41.64279, -4.73199,2090
Azul,41.64275, -4.732,2091
Azul,41.64259, -4.73201,2092
Azul,41.64245, -4.73202,2093
Azul,41.64241, -4.73197,2094
Azul,41.64231, -4.73184,2095
Azul,41.6421, -4.73177,2096
Azul,41.64202, -4.73173,2097
Azul,41.64181, -4.73166,2098
Azul,41.64147, -4.73156,2099
Azul,41.64137, -4.73154,2100
Azul,41.641201, -4.731545,2101
Azul,41.64114, -4.7325,2102
Azul,41.641407, -4.732529,2103
Roja,41.641407,-4.7325,1
Roja,41.64114, -4.7325,2
Roja,41.64109, -4.73336,3
Roja,41.64102, -4.73449,4
Roja,41.64094, -4.73583,5
Roja,41.64092, -4.73626,6
Roja,41.64091, -4.73639,7
Roja,41.64091, -4.7364,8
Roja,41.6409, -4.73657,9
Roja,41.64089, -4.73677,10
Roja,41.64086, -4.73711,11
Roja,41.64084, -4.73748,12
Roja,41.64083, -4.73759,13
Roja,41.64083, -4.73769,14
Roja,41.64076, -4.73772,15
Roja,41.64051, -4.73783,16
Roja,41.64022, -4.73795,17
Roja,41.63998, -4.73805,18
Roja,41.63993, -4.73807,19
Roja,41.63926, -4.73833,20
Roja,41.63919, -4.73837,21
Roja,41.63901, -4.73844,22
Roja,41.63884, -4.73851,23
Roja,41.63877, -4.73853,24
Roja,41.63813, -4.73879,25
Roja,41.63789, -4.73888,26
Roja,41.63774, -4.73894,27
Roja,41.63764, -4.73898,28
Roja,41.63761, -4.73899,29
Roja,41.63747, -4.73904,30
Roja,41.63743, -4.73906,31
Roja,41.63731, -4.7391,32
Roja,41.63701, -4.7392,33
Roja,41.63673, -4.73929,34
Roja,41.63658, -4.73934,35
Roja,41.63578, -4.73963,36
Roja,41.63564, -4.73968,37
Roja,41.63549, -4.73973,38
Roja,41.63542, -4.73975,39
Roja,41.63528, -4.73979,40
Roja,41.6352, -4.73981,41
Roja,41.63452, -4.73994,42
Roja,41.63399, -4.74003,43
Roja,41.63395, -4.74004,44
Roja,41.63381, -4.74005,45
Roja,41.6335, -4.74009,46
Roja,41.63334, -4.74012,47
Roja,41.63296, -4.74019,48
Roja,41.63283, -4.74022,49
Roja,41.63289, -4.74076,50
Roja,41.63294, -4.74127,51
Roja,41.63296, -4.74145,52
Roja,41.63304, -4.74211,53
Roja,41.63307, -4.74248,54
Roja,41.63307, -4.74257,55
Roja,41.63316, -4.74329,56
Roja,41.63327, -4.74424,57
Roja,41.63326, -4.74435,58
Roja,41.63326, -4.74447,59
Roja,41.63326, -4.74454,60
Roja,41.63334, -4.74523,61
Roja,41.63349, -4.74667,62
Roja,41.63354, -4.74714,63
Roja,41.63355, -4.74723,64
Roja,41.63357, -4.74742,65
Roja,41.6336, -4.74771,66
Roja,41.63363, -4.74797,67
Roja,41.63365, -4.74816,68
Roja,41.63372, -4.74867,69
Roja,41.63374, -4.74891,70
Roja,41.63376, -4.74905,71
Roja,41.63377, -4.74907,72
Roja,41.63378, -4.74908,73
Roja,41.63379, -4.7491,74
Roja,41.6338, -4.74911,75
Roja,41.6338, -4.74912,76
Roja,41.63391, -4.74939,77
Roja,41.63394, -4.74939,78
Roja,41.63396, -4.7494,79
Roja,41.63399, -4.74941,80
Roja,41.63402, -4.74942,81
Roja,41.63404, -4.74944,82
Roja,41.63407, -4.74946,83
Roja,41.63409, -4.74948,84
Roja,41.63411, -4.74951,85
Roja,41.63411, -4.74952,86
Roja,41.63412, -4.74953,87
Roja,41.63413, -4.74954,88
Roja,41.63413, -4.74955,89
Roja,41.63414, -4.74957,90
Roja,41.63414, -4.74958,91
Roja,41.63414, -4.74959,92
Roja,41.63415, -4.7496,93
Roja,41.63374, -4.74998,94
Roja,41.63367, -4.75007,95
Roja,41.63339, -4.75042,96
Roja,41.63335, -4.75047,97
Roja,41.63326, -4.7506,98
Roja,41.63295, -4.75099,99
Roja,41.63294, -4.751,100
Roja,41.63271, -4.75127,101
Roja,41.63239, -4.75161,102
Roja,41.63217, -4.75181,103
Roja,41.63193, -4.75206,104
Roja,41.63168, -4.7523,105
Roja,41.6314, -4.75258,106
Roja,41.63105, -4.75291,107
Roja,41.63078, -4.75319,108
Roja,41.63052, -4.75346,109
Roja,41.63028, -4.75368,110
Roja,41.63001, -4.75398,111
Roja,41.62976, -4.75426,112
Roja,41.62949, -4.75459,113
Roja,41.62925, -4.75492,114
Roja,41.62908, -4.7552,115
Roja,41.62896, -4.75539,116
Roja,41.62891, -4.75549,117
Roja,41.62884, -4.75564,118
Roja,41.62868, -4.75598,119
Roja,41.62859, -4.75618,120
Roja,41.62846, -4.75651,121
Roja,41.62845, -4.75652,122
Roja,41.62836, -4.75679,123
Roja,41.62816, -4.75737,124
Roja,41.62799, -4.75789,125
Roja,41.62793, -4.75806,126
Roja,41.62781, -4.75844,127
Roja,41.62748, -4.75936,128
Roja,41.62726, -4.76,129
Roja,41.62688, -4.76109,130
Roja,41.62647, -4.76224,131
Roja,41.62617, -4.76312,132
Roja,41.62549, -4.76509,133
Roja,41.62543, -4.76526,134
Roja,41.62524, -4.76584,135
Roja,41.62525, -4.76585,136
Roja,41.62526, -4.76587,137
Roja,41.62527, -4.76589,138
Roja,41.62528, -4.76591,139
Roja,41.62529, -4.76593,140
Roja,41.62529, -4.76595,141
Roja,41.6253, -4.76597,142
Roja,41.62531, -4.76599,143
Roja,41.62531, -4.76602,144
Roja,41.62531, -4.76605,145
Roja,41.62531, -4.76608,146
Roja,41.62531, -4.76611,147
Roja,41.62531, -4.76614,148
Roja,41.6253, -4.76617,149
Roja,41.62529, -4.7662,150
Roja,41.62528, -4.76623,151
Roja,41.6253, -4.76627,152
Roja,41.62531, -4.76629,153
Roja,41.62532, -4.76631,154
Roja,41.62532, -4.76634,155
Roja,41.62532, -4.76636,156
Roja,41.62533, -4.76638,157
Roja,41.62532, -4.76641,158
Roja,41.62532, -4.76642,159
Roja,41.62539, -4.76659,160
Roja,41.62551, -4.76675,161
Roja,41.62577, -4.76709,162
Roja,41.62589, -4.76724,163
Roja,41.62598, -4.76737,164
Roja,41.62614, -4.76755,165
Roja,41.6265, -4.76804,166
Roja,41.627, -4.7688,167
Roja,41.62717, -4.76904,168
Roja,41.62718, -4.76905,169
Roja,41.62731, -4.76923,170
Roja,41.62752, -4.76958,171
Roja,41.6278, -4.76982,172
Roja,41.62799, -4.76998,173
Roja,41.62808, -4.77004,174
Roja,41.62808, -4.77005,175
Roja,41.62816, -4.77012,176
Roja,41.62832, -4.77027,177
Roja,41.62834, -4.77028,178
Roja,41.62859, -4.77049,179
Roja,41.62861, -4.77051,180
Roja,41.62858, -4.7706,181
Roja,41.62851, -4.77136,182
Roja,41.62842, -4.77208,183
Roja,41.62836, -4.77278,184
Roja,41.62836, -4.77286,185
Roja,41.62833, -4.77344,186
Roja,41.62827, -4.77417,187
Roja,41.62821, -4.7748,188
Roja,41.62819, -4.77497,189
Roja,41.62818, -4.77513,190
Roja,41.62816, -4.77551,191
Roja,41.62815, -4.77563,192
Roja,41.62814, -4.7759,193
Roja,41.62793, -4.77587,194
Roja,41.62771, -4.77584,195
Roja,41.62735, -4.7758,196
Roja,41.62709, -4.77575,197
Roja,41.62691, -4.77573,198
Roja,41.62685, -4.77572,199
Roja,41.62649, -4.77568,200
Roja,41.62647, -4.77568,201
Roja,41.62635, -4.77567,202
Roja,41.62636, -4.77532,203
Roja,41.62639, -4.77488,204
Roja,41.6264, -4.77471,205
Roja,41.62641, -4.77458,206
Roja,41.6264, -4.77455,207
Roja,41.6264, -4.77452,208
Roja,41.62636, -4.77429,209
Roja,41.62634, -4.77408,210
Roja,41.62632, -4.77392,211
Roja,41.62626, -4.77391,212
Roja,41.62597, -4.77388,213
Roja,41.62591, -4.77387,214
Roja,41.62567, -4.77385,215
Roja,41.62551, -4.77383,216
Roja,41.62548, -4.77401,217
Roja,41.62543, -4.7744,218
Roja,41.62538, -4.77478,219
Roja,41.62538, -4.77481,220
Roja,41.62534, -4.77511,221
Roja,41.62531, -4.77529,222
Roja,41.62528, -4.77537,223
Roja,41.62517, -4.77574,224
Roja,41.62508, -4.776,225
Roja,41.62506, -4.77611,226
Roja,41.62506, -4.77612,227
Roja,41.62509, -4.77614,228
Roja,41.62511, -4.77617,229
Roja,41.62512, -4.7762,230
Roja,41.62513, -4.77624,231
Roja,41.62514, -4.77628,232
Roja,41.62514, -4.77632,233
Roja,41.62514, -4.77636,234
Roja,41.62513, -4.7764,235
Roja,41.62511, -4.77644,236
Roja,41.62509, -4.77647,237
Roja,41.62507, -4.77649,238
Roja,41.62504, -4.77651,239
Roja,41.62502, -4.77653,240
Roja,41.62499, -4.77654,241
Roja,41.62496, -4.77654,242
Roja,41.62493, -4.77653,243
Roja,41.62483, -4.77682,244
Roja,41.62469, -4.77726,245
Roja,41.62457, -4.77758,246
Roja,41.6245, -4.7778,247
Roja,41.62442, -4.77801,248
Roja,41.6242, -4.77855,249
Roja,41.62412, -4.77876,250
Roja,41.62403, -4.77902,251
Roja,41.62394, -4.77937,252
Roja,41.62388, -4.7796,253
Roja,41.62389, -4.77961,254
Roja,41.6239, -4.77963,255
Roja,41.62391, -4.77964,256
Roja,41.62392, -4.77966,257
Roja,41.62392, -4.77968,258
Roja,41.62393, -4.7797,259
Roja,41.62393, -4.77972,260
Roja,41.62394, -4.77974,261
Roja,41.62394, -4.77975,262
Roja,41.62394, -4.77977,263
Roja,41.62394, -4.77979,264
Roja,41.62394, -4.77981,265
Roja,41.62393, -4.77983,266
Roja,41.62393, -4.77985,267
Roja,41.62392, -4.77987,268
Roja,41.62392, -4.77989,269
Roja,41.62391, -4.7799,270
Roja,41.6239, -4.77992,271
Roja,41.62389, -4.77993,272
Roja,41.62388, -4.77995,273
Roja,41.62387, -4.77996,274
Roja,41.62386, -4.77997,275
Roja,41.62384, -4.77998,276
Roja,41.62383, -4.77998,277
Roja,41.62382, -4.77999,278
Roja,41.6238, -4.77999,279
Roja,41.62379, -4.77999,280
Roja,41.62377, -4.77999,281
Roja,41.62376, -4.77999,282
Roja,41.62374, -4.77999,283
Roja,41.62362, -4.78027,284
Roja,41.62339, -4.78092,285
Roja,41.62316, -4.78157,286
Roja,41.6231, -4.78176,287
Roja,41.62295, -4.78225,288
Roja,41.6228, -4.78268,289
Roja,41.62273, -4.78288,290
Roja,41.62266, -4.78307,291
Roja,41.62263, -4.78317,292
Roja,41.62261, -4.78322,293
Roja,41.62261, -4.78323,294
Roja,41.62256, -4.78339,295
Roja,41.62252, -4.78353,296
Roja,41.6225, -4.78358,297
Roja,41.62245, -4.78374,298
Roja,41.62237, -4.78398,299
Roja,41.62236, -4.784,300
Roja,41.62232, -4.78412,301
Roja,41.6222, -4.78449,302
Roja,41.62201, -4.78505,303
Roja,41.62197, -4.78516,304
Roja,41.62193, -4.78526,305
Roja,41.62181, -4.78556,306
Roja,41.62176, -4.78569,307
Roja,41.62165, -4.78607,308
Roja,41.62115, -4.7875,309
Roja,41.62088, -4.78828,310
Roja,41.62076, -4.78862,311
Roja,41.62068, -4.78883,312
Roja,41.6206, -4.78904,313
Roja,41.62045, -4.78948,314
Roja,41.62037, -4.78971,315
Roja,41.62034, -4.78979,316
Roja,41.62032, -4.78985,317
Roja,41.62027, -4.79,318
Roja,41.62026, -4.79001,319
Roja,41.62019, -4.79023,320
Roja,41.62014, -4.79037,321
Roja,41.62006, -4.79059,322
Roja,41.61999, -4.7908,323
Roja,41.61991, -4.79102,324
Roja,41.61984, -4.79124,325
Roja,41.61983, -4.79126,326
Roja,41.61959, -4.79194,327
Roja,41.61923, -4.793,328
Roja,41.61918, -4.79314,329
Roja,41.61908, -4.79344,330
Roja,41.619, -4.79366,331
Roja,41.61896, -4.79376,332
Roja,41.61893, -4.79386,333
Roja,41.6189, -4.79395,334
Roja,41.61822, -4.79588,335
Roja,41.61813, -4.79615,336
Roja,41.6181, -4.79622,337
Roja,41.61811, -4.79623,338
Roja,41.61811, -4.79624,339
Roja,41.61812, -4.79625,340
Roja,41.61813, -4.79626,341
Roja,41.61813, -4.79627,342
Roja,41.61814, -4.79628,343
Roja,41.61814, -4.79629,344
Roja,41.61815, -4.7963,345
Roja,41.61815, -4.79632,346
Roja,41.61815, -4.79633,347
Roja,41.61815, -4.79634,348
Roja,41.61815, -4.79635,349
Roja,41.61869, -4.79634,350
Roja,41.61964, -4.79632,351
Roja,41.61983, -4.79632,352
Roja,41.62017, -4.7963,353
Roja,41.62037, -4.79627,354
Roja,41.6205, -4.79624,355
Roja,41.6206, -4.7962,356
Roja,41.62069, -4.79617,357
Roja,41.62085, -4.79609,358
Roja,41.62101, -4.79598,359
Roja,41.62102, -4.79598,360
Roja,41.62127, -4.79582,361
Roja,41.62134, -4.79578,362
Roja,41.62147, -4.79571,363
Roja,41.62167, -4.79564,364
Roja,41.62186, -4.79561,365
Roja,41.62191, -4.7956,366
Roja,41.62204, -4.7956,367
Roja,41.62211, -4.79562,368
Roja,41.62211, -4.7956,369
Roja,41.62212, -4.79559,370
Roja,41.62212, -4.79558,371
Roja,41.62213, -4.79557,372
Roja,41.62214, -4.79556,373
Roja,41.62215, -4.79555,374
Roja,41.62215, -4.79554,375
Roja,41.62216, -4.79554,376
Roja,41.62217, -4.79553,377
Roja,41.62218, -4.79553,378
Roja,41.62219, -4.79552,379
Roja,41.6222, -4.79552,380
Roja,41.62221, -4.79551,381
Roja,41.62222, -4.79551,382
Roja,41.62223, -4.79551,383
Roja,41.62224, -4.79551,384
Roja,41.62225, -4.79551,385
Roja,41.62226, -4.79551,386
Roja,41.62227, -4.79551,387
Roja,41.62228, -4.79551,388
Roja,41.62228, -4.79552,389
Roja,41.62229, -4.79552,390
Roja,41.6223, -4.79553,391
Roja,41.62231, -4.79553,392
Roja,41.62232, -4.79554,393
Roja,41.62233, -4.79555,394
Roja,41.62233, -4.79556,395
Roja,41.62234, -4.79557,396
Roja,41.62235, -4.79557,397
Roja,41.62235, -4.79558,398
Roja,41.62236, -4.7956,399
Roja,41.62237, -4.79561,400
Roja,41.62237, -4.79562,401
Roja,41.62237, -4.79563,402
Roja,41.62238, -4.79564,403
Roja,41.62238, -4.79566,404
Roja,41.62238, -4.79567,405
Roja,41.62238, -4.79568,406
Roja,41.62238, -4.79569,407
Roja,41.62238, -4.79571,408
Roja,41.62238, -4.79572,409
Roja,41.62238, -4.79573,410
Roja,41.62256, -4.7958,411
Roja,41.62265, -4.79583,412
Roja,41.62321, -4.79604,413
Roja,41.6236, -4.79614,414
Roja,41.62378, -4.79619,415
Roja,41.62385, -4.79621,416
Roja,41.62428, -4.79631,417
Roja,41.62449, -4.79629,418
Roja,41.62467, -4.79627,419
Roja,41.62468, -4.79627,420
Roja,41.62526, -4.79603,421
Roja,41.62536, -4.79597,422
Roja,41.62597, -4.79548,423
Roja,41.62613, -4.79536,424
Roja,41.62614, -4.79535,425
Roja,41.62628, -4.79523,426
Roja,41.62658, -4.79496,427
Roja,41.62665, -4.79489,428
Roja,41.62672, -4.79482,429
Roja,41.6271, -4.79447,430
Roja,41.6276, -4.79398,431
Roja,41.62775, -4.79382,432
Roja,41.62824, -4.79341,433
Roja,41.62851, -4.7932,434
Roja,41.62866, -4.79307,435
Roja,41.6288, -4.79297,436
Roja,41.62897, -4.79284,437
Roja,41.62907, -4.79276,438
Roja,41.62913, -4.79272,439
Roja,41.62926, -4.79263,440
Roja,41.62937, -4.79255,441
Roja,41.62946, -4.79252,442
Roja,41.62954, -4.79247,443
Roja,41.62977, -4.79239,444
Roja,41.62996, -4.7923,445
Roja,41.63014, -4.79223,446
Roja,41.63019, -4.79221,447
Roja,41.6303, -4.79216,448
Roja,41.63031, -4.79215,449
Roja,41.63053, -4.79204,450
Roja,41.6306, -4.79199,451
Roja,41.63074, -4.79188,452
Roja,41.63084, -4.79177,453
Roja,41.63092, -4.79168,454
Roja,41.63095, -4.79164,455
Roja,41.63094, -4.79162,456
Roja,41.63093, -4.79161,457
Roja,41.63092, -4.79159,458
Roja,41.63092, -4.79158,459
Roja,41.63091, -4.79156,460
Roja,41.63091, -4.79155,461
Roja,41.6309, -4.79153,462
Roja,41.6309, -4.79151,463
Roja,41.6309, -4.79146,464
Roja,41.6309, -4.79141,465
Roja,41.6309, -4.79136,466
Roja,41.63091, -4.79131,467
Roja,41.63093, -4.79126,468
Roja,41.63095, -4.79121,469
Roja,41.63097, -4.79117,470
Roja,41.631, -4.79113,471
Roja,41.63103, -4.7911,472
Roja,41.63101, -4.7909,473
Roja,41.63099, -4.79081,474
Roja,41.6309, -4.7904,475
Roja,41.63065, -4.78937,476
Roja,41.63063, -4.78937,477
Roja,41.63062, -4.78937,478
Roja,41.6306, -4.78937,479
Roja,41.63058, -4.78936,480
Roja,41.63057, -4.78936,481
Roja,41.63055, -4.78935,482
Roja,41.63053, -4.78934,483
Roja,41.63052, -4.78932,484
Roja,41.63051, -4.78931,485
Roja,41.63049, -4.7893,486
Roja,41.63048, -4.78928,487
Roja,41.63047, -4.78926,488
Roja,41.63046, -4.78924,489
Roja,41.63046, -4.78922,490
Roja,41.63045, -4.7892,491
Roja,41.63044, -4.78918,492
Roja,41.63044, -4.78915,493
Roja,41.63044, -4.78913,494
Roja,41.63044, -4.78911,495
Roja,41.63044, -4.78907,496
Roja,41.63044, -4.78904,497
Roja,41.63045, -4.78902,498
Roja,41.63046, -4.789,499
Roja,41.63046, -4.78898,500
Roja,41.63047, -4.78896,501
Roja,41.63048, -4.78894,502
Roja,41.6305, -4.78892,503
Roja,41.63051, -4.78891,504
Roja,41.63052, -4.78889,505
Roja,41.63054, -4.78888,506
Roja,41.63055, -4.78887,507
Roja,41.63057, -4.78886,508
Roja,41.63058, -4.78886,509
Roja,41.6306, -4.78885,510
Roja,41.63062, -4.78885,511
Roja,41.63064, -4.78885,512
Roja,41.63065, -4.78885,513
Roja,41.63067, -4.78885,514
Roja,41.63068, -4.78886,515
Roja,41.63085, -4.788,516
Roja,41.63103, -4.78704,517
Roja,41.63102, -4.78702,518
Roja,41.63101, -4.78701,519
Roja,41.631, -4.787,520
Roja,41.63099, -4.78698,521
Roja,41.63098, -4.78696,522
Roja,41.63097, -4.78695,523
Roja,41.63096, -4.78693,524
Roja,41.63096, -4.78691,525
Roja,41.63095, -4.78689,526
Roja,41.63095, -4.78687,527
Roja,41.63095, -4.78685,528
Roja,41.63095, -4.78683,529
Roja,41.63095, -4.78681,530
Roja,41.63095, -4.78677,531
Roja,41.63096, -4.78675,532
Roja,41.63096, -4.78673,533
Roja,41.63097, -4.78672,534
Roja,41.63098, -4.7867,535
Roja,41.63098, -4.78668,536
Roja,41.63099, -4.78666,537
Roja,41.631, -4.78665,538
Roja,41.63102, -4.78664,539
Roja,41.63103, -4.78662,540
Roja,41.63104, -4.78661,541
Roja,41.63105, -4.7866,542
Roja,41.63107, -4.7866,543
Roja,41.63108, -4.78659,544
Roja,41.6311, -4.78658,545
Roja,41.63111, -4.78658,546
Roja,41.63113, -4.78658,547
Roja,41.63114, -4.78658,548
Roja,41.63116, -4.78658,549
Roja,41.63117, -4.78659,550
Roja,41.63119, -4.78659,551
Roja,41.63121, -4.7866,552
Roja,41.63122, -4.78661,553
Roja,41.63124, -4.78662,554
Roja,41.63125, -4.78663,555
Roja,41.63126, -4.78665,556
Roja,41.63127, -4.78666,557
Roja,41.63128, -4.78668,558
Roja,41.63129, -4.78669,559
Roja,41.6313, -4.78671,560
Roja,41.6313, -4.78673,561
Roja,41.63131, -4.78675,562
Roja,41.63131, -4.78677,563
Roja,41.63132, -4.78679,564
Roja,41.63132, -4.78681,565
Roja,41.63132, -4.78683,566
Roja,41.63132, -4.78685,567
Roja,41.63132, -4.78687,568
Roja,41.63131, -4.78689,569
Roja,41.63131, -4.78691,570
Roja,41.6313, -4.78694,571
Roja,41.63129, -4.78696,572
Roja,41.63128, -4.78698,573
Roja,41.63127, -4.78699,574
Roja,41.63126, -4.78701,575
Roja,41.63125, -4.78702,576
Roja,41.63124, -4.78703,577
Roja,41.63122, -4.78705,578
Roja,41.63121, -4.78705,579
Roja,41.6312, -4.78706,580
Roja,41.63118, -4.78707,581
Roja,41.63117, -4.78707,582
Roja,41.63115, -4.78708,583
Roja,41.63114, -4.78708,584
Roja,41.63112, -4.78708,585
Roja,41.63075, -4.7889,586
Roja,41.63078, -4.78893,587
Roja,41.63079, -4.78895,588
Roja,41.6308, -4.78897,589
Roja,41.63081, -4.78898,590
Roja,41.63081, -4.78901,591
Roja,41.63082, -4.78903,592
Roja,41.63083, -4.78905,593
Roja,41.63083, -4.78907,594
Roja,41.63083, -4.78909,595
Roja,41.63083, -4.78912,596
Roja,41.63083, -4.78915,597
Roja,41.63083, -4.78917,598
Roja,41.63082, -4.78919,599
Roja,41.63082, -4.78921,600
Roja,41.63081, -4.78923,601
Roja,41.6308, -4.78925,602
Roja,41.63079, -4.78927,603
Roja,41.63078, -4.78929,604
Roja,41.63077, -4.7893,605
Roja,41.63075, -4.78932,606
Roja,41.63074, -4.78933,607
Roja,41.63092, -4.79014,608
Roja,41.63107, -4.79082,609
Roja,41.63107, -4.79083,610
Roja,41.63109, -4.79091,611
Roja,41.63116, -4.79104,612
Roja,41.63119, -4.79104,613
Roja,41.63121, -4.79104,614
Roja,41.63124, -4.79105,615
Roja,41.63127, -4.79105,616
Roja,41.63129, -4.79107,617
Roja,41.63132, -4.79108,618
Roja,41.63134, -4.7911,619
Roja,41.63137, -4.79112,620
Roja,41.63138, -4.79114,621
Roja,41.6314, -4.79116,622
Roja,41.63141, -4.79118,623
Roja,41.63142, -4.7912,624
Roja,41.63143, -4.79122,625
Roja,41.63144, -4.79125,626
Roja,41.63145, -4.79127,627
Roja,41.63146, -4.79129,628
Roja,41.63147, -4.79135,629
Roja,41.63147, -4.7914,630
Roja,41.63147, -4.79145,631
Roja,41.63147, -4.7915,632
Roja,41.63146, -4.79155,633
Roja,41.63144, -4.7916,634
Roja,41.63142, -4.79164,635
Roja,41.6314, -4.79168,636
Roja,41.63137, -4.79172,637
Roja,41.63134, -4.79175,638
Roja,41.6313, -4.79177,639
Roja,41.63126, -4.79179,640
Roja,41.63123, -4.7918,641
Roja,41.63119, -4.7918,642
Roja,41.63115, -4.7918,643
Roja,41.63111, -4.79179,644
Roja,41.63106, -4.79177,645
Roja,41.63074, -4.792,646
Roja,41.63055, -4.79213,647
Roja,41.63045, -4.79218,648
Roja,41.63041, -4.7922,649
Roja,41.63007, -4.79236,650
Roja,41.62992, -4.79244,651
Roja,41.62956, -4.79262,652
Roja,41.6294, -4.7927,653
Roja,41.62927, -4.79277,654
Roja,41.62923, -4.7928,655
Roja,41.62907, -4.7929,656
Roja,41.62894, -4.79299,657
Roja,41.62861, -4.79324,658
Roja,41.62845, -4.79339,659
Roja,41.62838, -4.79345,660
Roja,41.62784, -4.7939,661
Roja,41.6278, -4.79394,662
Roja,41.62741, -4.7943,663
